id,taxonomia,r_p_v_e,intensidad,alcaldia,entidad,area_m2,perime_m,intens_num,int2
1634,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,531392.9597,3041.77767,34 a 37.6,4
1663,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,403132.6696,3809.199131,30 a 33.9,3
1666,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,180275.6365,1800.371783,30 a 33.9,3
1673,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,851475.6006,4829.838214,30 a 33.9,3
1686,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,193472.7963,2408.662447,30 a 33.9,3
1691,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,538378.5904,3892.576162,34 a 37.6,4
1697,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,439045.591,3497.692172,30 a 33.9,3
1701,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,124380.92,1809.94306,34 a 37.6,4
1705,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,392251.8237,3082.103288,34 a 37.6,4
1724,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,184945.7584,2222.097079,34 a 37.6,4
1756,Temperaturas máximas,Peligro,Medio,Cuajimalpa de Morelos,Ciudad de México,298385.3588,2459.146688,30 a 33.9,3
1760,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,421839.1736,3278.045097,30 a 33.9,3
1769,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,153979.2788,1585.735512,34 a 37.6,4
1773,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,212511.9314,2010.508202,34 a 37.6,4
1804,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,53357.88478,1062.538243,30 a 33.9,3
1808,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,71550.56385,1192.299671,34 a 37.6,4
1811,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,19149.82199,824.2488452,30 a 33.9,3
1812,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,87905.84605,1960.1212,30 a 33.9,3
1817,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,706655.8177,3885.586151,34 a 37.6,4
1845,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,81343.77015,1637.221948,30 a 33.9,3
1850,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,99143.90976,1374.023399,34 a 37.6,4
1864,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,192071.6559,1763.680282,30 a 33.9,3
1868,Temperaturas máximas,Peligro,Alto,Azcapotzalco,Ciudad de México,243677.2341,2436.171429,34 a 37.6,4
1885,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,426614.9112,4490.479292,34 a 37.6,4
1891,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,276829.0184,2892.293424,34 a 37.6,4
1899,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,234994.0833,2770.61722,34 a 37.6,4
1912,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,415084.3627,2779.039858,34 a 37.6,4
1924,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,225968.8322,1903.179968,34 a 37.6,4
1926,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,23088.14081,648.1775186,34 a 37.6,4
1938,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,247493.5359,2974.912122,34 a 37.6,4
1962,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,32918.26711,912.6958218,34 a 37.6,4
1978,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,222638.7666,1875.910135,34 a 37.6,4
1989,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,177992.4716,2003.173371,30 a 33.9,3
1996,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,302433.4755,5533.104022,34 a 37.6,4
2096,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,208086.0195,2335.772057,34 a 37.6,4
2131,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,113459.6576,1458.544105,30 a 33.9,3
2133,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,226270.3306,2427.777679,34 a 37.6,4
2143,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,570674.1219,3137.287374,34 a 37.6,4
2168,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,189020.6767,2141.21129,34 a 37.6,4
2190,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,105166.6107,1339.004813,30 a 33.9,3
2193,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,175357.6393,2418.574858,34 a 37.6,4
2245,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,111389.4955,1614.959696,34 a 37.6,4
2250,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,164657.5889,1768.134312,34 a 37.6,4
2260,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,225085.1372,2011.585285,34 a 37.6,4
2261,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,321319.0552,3348.199738,30 a 33.9,3
2284,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,258128.2545,2176.410886,34 a 37.6,4
2299,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,228170.5978,1922.93322,34 a 37.6,4
2314,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,152044.0566,1829.360756,34 a 37.6,4
2315,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,260018.6144,2603.398085,34 a 37.6,4
2317,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,186051.0104,2619.298616,34 a 37.6,4
2347,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,563547.6983,6457.32454,30 a 33.9,3
2363,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,159025.5291,2377.630446,34 a 37.6,4
2378,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,179369.6387,1769.090102,34 a 37.6,4
2387,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,298078.2865,3125.544146,34 a 37.6,4
2388,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,175573.3988,1973.909893,34 a 37.6,4
2421,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,377072.8564,3868.14833,34 a 37.6,4
2448,Temperaturas máximas,Peligro,Bajo,Tlalpan,Ciudad de México,12775400.53,21203.08308,26 a 29.9,2
134,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,252634.6934,2740.711041,30 a 33.9,3
161,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,116137.4139,1509.047851,30 a 33.9,3
169,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,177145.1869,2459.396625,30 a 33.9,3
208,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,84076.58681,1266.650268,30 a 33.9,3
213,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,3584724.538,9488.465595,30 a 33.9,3
238,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,297724.879,2853.83308,30 a 33.9,3
264,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,49967.63676,956.1417802,30 a 33.9,3
282,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,181166.9465,2216.927779,30 a 33.9,3
303,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,1289814.503,5515.697576,30 a 33.9,3
333,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,971697.3818,6251.711443,30 a 33.9,3
338,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,160763.0117,3719.089246,30 a 33.9,3
339,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,741384.5781,5442.747363,30 a 33.9,3
347,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,42462.4551,1398.708076,30 a 33.9,3
369,Temperaturas máximas,Peligro,Bajo,Tlalpan,Ciudad de México,887192.8159,6006.690669,26 a 29.9,2
8,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,152424.9993,1888.240965,34 a 37.6,4
30,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,237761.7265,2020.137337,34 a 37.6,4
61,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,247925.3708,2041.574006,30 a 33.9,3
64,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,263745.308,2021.395603,34 a 37.6,4
71,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,150758.2614,1653.112731,34 a 37.6,4
76,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,223185.1228,2590.217388,34 a 37.6,4
113,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,286622.0205,2508.631828,30 a 33.9,3
148,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,420448.302,3165.923059,30 a 33.9,3
167,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,430676.4249,3440.63099,30 a 33.9,3
175,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,266665.7482,2850.009898,30 a 33.9,3
190,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,335403.9983,3028.536048,30 a 33.9,3
233,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,158422.5217,1880.505225,34 a 37.6,4
256,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,185289.4584,2515.818973,30 a 33.9,3
265,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,22299.42869,831.9862325,34 a 37.6,4
281,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,98552.84605,1764.003757,30 a 33.9,3
306,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,91159.90064,1795.837982,34 a 37.6,4
366,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,77247.48352,1159.638883,34 a 37.6,4
383,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,529313.2268,3225.723334,30 a 33.9,3
390,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,707026.9603,5303.496461,30 a 33.9,3
393,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,675275.3658,4169.248164,30 a 33.9,3
411,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,256316.4374,2238.404768,34 a 37.6,4
432,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,184647.5969,1953.987194,30 a 33.9,3
442,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,143733.1773,1942.816004,30 a 33.9,3
445,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,713455.3862,5169.826938,30 a 33.9,3
459,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,276896.9287,3678.817713,30 a 33.9,3
474,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,133525.4816,2161.095313,30 a 33.9,3
496,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,37121.45286,1466.569568,34 a 37.6,4
518,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,313762.8882,3085.894086,34 a 37.6,4
520,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,171387.4704,2043.186565,30 a 33.9,3
527,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,519063.9811,3797.675899,34 a 37.6,4
557,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,202495.9378,2322.144753,34 a 37.6,4
558,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,31452.76586,707.219623,34 a 37.6,4
581,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,133480.2533,1788.518901,30 a 33.9,3
593,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,407885.9143,3382.549639,34 a 37.6,4
601,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,170500.7383,2473.104643,30 a 33.9,3
607,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,139526.1002,1496.833791,34 a 37.6,4
612,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,10199.02489,412.5100164,34 a 37.6,4
640,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,383686.2368,4061.855992,30 a 33.9,3
643,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,42883.04715,851.9836924,30 a 33.9,3
656,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,350210.6395,5526.796343,30 a 33.9,3
690,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,209065.8874,2055.374038,34 a 37.6,4
720,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,530003.0106,3001.572612,34 a 37.6,4
726,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,112977.637,1556.747589,30 a 33.9,3
727,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,1171216.262,4618.837896,34 a 37.6,4
799,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,651495.9345,4209.650532,34 a 37.6,4
824,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,112907.8899,1309.455319,34 a 37.6,4
827,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,105996.3757,1315.958025,34 a 37.6,4
831,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,213692.5295,2581.489515,30 a 33.9,3
838,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,153030.5785,2165.541417,34 a 37.6,4
847,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,21676.26417,680.3889034,34 a 37.6,4
900,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,198555.9068,2326.921288,34 a 37.6,4
910,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,273427.3644,2494.58743,34 a 37.6,4
918,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,153628.3893,2056.757231,34 a 37.6,4
922,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,356777.8125,3491.046679,34 a 37.6,4
924,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,214252.8942,2178.073821,30 a 33.9,3
928,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,241546.2114,2363.021011,34 a 37.6,4
930,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,469339.9708,2766.591519,34 a 37.6,4
934,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,190454.4427,2706.897539,34 a 37.6,4
966,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,188888.7299,2121.678594,34 a 37.6,4
993,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,414508.7127,2754.00331,34 a 37.6,4
994,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,274561.5058,2177.247474,34 a 37.6,4
1005,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,381110.3728,4055.709281,30 a 33.9,3
1014,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,393985.5297,2690.884416,30 a 33.9,3
1015,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,308962.7317,2735.3019,30 a 33.9,3
1017,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,381441.712,3647.746549,30 a 33.9,3
1029,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,718661.7974,7372.324913,30 a 33.9,3
1031,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,1844739.147,6270.087508,30 a 33.9,3
1035,Temperaturas máximas,Peligro,Alto,Xochimilco,Ciudad de México,48557.45324,1320.633226,34 a 37.6,4
1049,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,1337170.396,5901.674047,30 a 33.9,3
1050,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,162410.1242,1752.676575,30 a 33.9,3
1061,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,119271.6321,1772.694521,34 a 37.6,4
1112,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,464244.3423,3652.758231,34 a 37.6,4
1135,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,266625.5255,2547.920535,30 a 33.9,3
1182,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,392212.151,2725.105604,30 a 33.9,3
1183,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,168944.5112,2144.803803,30 a 33.9,3
1221,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,51975.34828,1185.194118,30 a 33.9,3
1244,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,264491.445,2416.273096,30 a 33.9,3
1252,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,175173.9379,2463.255388,34 a 37.6,4
1281,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,86692.6565,1189.293838,30 a 33.9,3
1298,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,217900.9865,2009.5652,30 a 33.9,3
1301,Temperaturas máximas,Peligro,Medio,Cuajimalpa de Morelos,Ciudad de México,1580757.502,8304.422,30 a 33.9,3
1322,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,2273692.682,8212.112935,30 a 33.9,3
1326,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,256819.8938,2343.185683,30 a 33.9,3
1327,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,260313.4277,2274.199078,34 a 37.6,4
1344,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,152840.3968,2161.361318,30 a 33.9,3
1377,Temperaturas máximas,Peligro,Medio,Cuajimalpa de Morelos,Ciudad de México,1115708.395,5892.723923,30 a 33.9,3
1396,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,361890.8871,2515.323583,30 a 33.9,3
1427,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,112263.7797,1375.90599,30 a 33.9,3
1464,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,227839.0614,1921.109926,34 a 37.6,4
1493,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,150286.7131,1838.300575,30 a 33.9,3
1505,Temperaturas máximas,Peligro,Medio,Cuajimalpa de Morelos,Ciudad de México,698968.8699,6157.182719,30 a 33.9,3
1530,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,544939.5992,3006.469941,30 a 33.9,3
1536,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,473598.1044,3402.326559,34 a 37.6,4
1548,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,2043972.648,6923.903078,30 a 33.9,3
