id,taxonomia,r_p_v_e,intensidad,alcaldia,entidad,area_m2,perime_m,intens_num,int2
1987,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,135709.6076,1627.552524,30 a 33.9,3
1991,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,240266.1919,2179.253816,34 a 37.6,4
3,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,284427.6108,2494.075659,30 a 33.9,3
15,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,270983.8091,2221.063438,34 a 37.6,4
17,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,574331.9778,4268.621513,30 a 33.9,3
32,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,168263.3241,1712.409605,34 a 37.6,4
42,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,486885.383,3030.319998,34 a 37.6,4
50,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,246572.6995,2630.943264,34 a 37.6,4
61,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,247925.3708,2041.574006,30 a 33.9,3
89,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,271395.7429,2332.222868,34 a 37.6,4
103,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,233161.9571,3035.929999,34 a 37.6,4
111,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,297510.2474,2295.090364,30 a 33.9,3
122,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,109992.7062,1534.908998,34 a 37.6,4
134,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,252634.6934,2740.711041,30 a 33.9,3
137,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,328390.65,2337.444548,34 a 37.6,4
140,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,1461151.132,6038.299744,30 a 33.9,3
197,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,1971701.397,5988.665541,30 a 33.9,3
203,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,388138.6741,4336.41617,30 a 33.9,3
215,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,478159.9153,4058.315214,30 a 33.9,3
225,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,1016154.658,5271.971921,34 a 37.6,4
230,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,337128.762,3082.761845,30 a 33.9,3
234,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,532529.2353,3772.960443,30 a 33.9,3
268,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,2534315.05,7657.221958,34 a 37.6,4
301,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,510497.9164,5448.395296,34 a 37.6,4
305,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,234874.042,3196.080444,30 a 33.9,3
311,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,452299.4661,3235.557719,34 a 37.6,4
313,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,242060.9312,2356.765487,30 a 33.9,3
319,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,144302.9096,1895.626657,30 a 33.9,3
329,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,460870.1837,2865.797069,34 a 37.6,4
380,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,238593.9165,2290.216774,34 a 37.6,4
385,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,508427.9378,3138.491496,30 a 33.9,3
396,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,160083.0252,1994.115518,30 a 33.9,3
403,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,500250.1157,3666.577838,30 a 33.9,3
412,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,83434.00933,1343.90242,30 a 33.9,3
425,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,74594.42923,1271.098777,30 a 33.9,3
427,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,377833.6981,3070.060712,30 a 33.9,3
430,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,254446.6009,2066.145467,30 a 33.9,3
439,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,308614.9206,2500.36908,30 a 33.9,3
442,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,143733.1773,1942.816004,30 a 33.9,3
444,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,1563438.368,7182.735236,30 a 33.9,3
458,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,214278.7142,2682.520828,30 a 33.9,3
488,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,67053.41253,1432.659347,34 a 37.6,4
503,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,28108.54925,706.8256373,30 a 33.9,3
504,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,258599.7518,2215.070382,30 a 33.9,3
517,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,291973.1449,2481.570276,34 a 37.6,4
522,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,133693.256,1493.925306,34 a 37.6,4
541,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,322906.1748,3174.793978,30 a 33.9,3
545,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,403347.4791,3993.295497,30 a 33.9,3
561,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,2283832.658,8481.455663,30 a 33.9,3
580,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,197319.0962,2394.095239,30 a 33.9,3
587,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,846408.2875,5067.214521,30 a 33.9,3
590,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,118885.6718,1590.295206,34 a 37.6,4
618,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,353199.3486,2871.289366,30 a 33.9,3
619,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,140733.6252,1970.986091,30 a 33.9,3
699,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,160459.339,2526.763796,34 a 37.6,4
705,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,154644.9664,1579.533277,34 a 37.6,4
710,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,563217.4361,3249.09281,34 a 37.6,4
723,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,631901.6359,4068.274219,34 a 37.6,4
747,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,64626.51618,1693.007155,30 a 33.9,3
757,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,51391.21236,907.0468211,34 a 37.6,4
761,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,402111.8558,2710.233651,34 a 37.6,4
796,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,407647.507,2774.514923,34 a 37.6,4
830,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,46465.35671,1043.855431,34 a 37.6,4
833,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,259830.2436,2690.151668,30 a 33.9,3
863,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,169236.9049,3173.721585,34 a 37.6,4
870,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,24775.93471,734.4678212,34 a 37.6,4
871,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,37639.64098,972.2792108,34 a 37.6,4
878,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,279580.887,2913.63793,34 a 37.6,4
884,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,2324594.613,6710.755823,30 a 33.9,3
889,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,197169.7748,1810.994973,34 a 37.6,4
892,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,157984.909,2239.96043,30 a 33.9,3
906,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,194314.5741,1916.00112,30 a 33.9,3
910,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,273427.3644,2494.58743,34 a 37.6,4
912,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,185360.2175,1789.109045,34 a 37.6,4
922,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,356777.8125,3491.046679,34 a 37.6,4
953,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,148139.5394,1565.430957,30 a 33.9,3
954,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,411191.6519,2946.075008,34 a 37.6,4
2026,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,173269.1758,3117.798231,34 a 37.6,4
2097,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,169653.7392,1913.146108,34 a 37.6,4
2171,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,379365.8473,4103.254969,30 a 33.9,3
2179,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,304297.7033,2517.43721,34 a 37.6,4
2196,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,144211.7241,1764.360217,30 a 33.9,3
2211,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,411776.9264,3087.54978,30 a 33.9,3
2214,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,205283.4423,1906.810996,34 a 37.6,4
2215,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,367057.0211,2702.44127,34 a 37.6,4
2243,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,215716.547,1880.008069,30 a 33.9,3
2270,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,208633.5844,1906.935705,30 a 33.9,3
2291,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,265642.2327,2508.346762,34 a 37.6,4
2307,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,156696.8839,1754.982157,34 a 37.6,4
2328,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,153936.7997,1789.418813,34 a 37.6,4
2329,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,368623.5752,2763.455506,34 a 37.6,4
2368,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,167040.8247,1672.796071,34 a 37.6,4
2376,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,217995.6087,2093.906506,34 a 37.6,4
2383,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,112780.5577,1522.065494,34 a 37.6,4
2403,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,184194.8031,1812.249351,34 a 37.6,4
2431,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,126300.7551,2404.498432,34 a 37.6,4
2432,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,205028.0004,2022.603237,30 a 33.9,3
2449,,,,,,,,,
77980588486], 19.26570558058849], [-99.22632184999998, 19.265990770588502], 19.266017660588396], [-99.22585317999994, 19.266046110588466], [-99.22571157999994, 19.266135200588373], [-99.22540085999998
2454,,,,,,,,,
70958058719], 19.217742400587195], [-99.30054377999993, 19.21796912058722], 19.218220780587156], [-99.30150264999997, 19.218289460587155], [-99.30200108999998, 19.218968740587176], [-99.3027308599999
2001,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,28504.03078,714.103338,34 a 37.6,4
2061,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,204138.9159,2968.479556,34 a 37.6,4
2088,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,185013.1842,1701.722255,34 a 37.6,4
554,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,196618.3684,2540.0087,30 a 33.9,3
592,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,301077.7595,3063.075794,34 a 37.6,4
596,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,249941.3606,3232.751644,34 a 37.6,4
597,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,1163253.991,5065.3597,34 a 37.6,4
614,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,140708.9766,1663.397801,34 a 37.6,4
623,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,997671.3308,5159.386006,30 a 33.9,3
641,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,128786.7555,1695.90083,30 a 33.9,3
662,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,171312.4857,1839.333186,30 a 33.9,3
668,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,89903.83632,1284.567709,34 a 37.6,4
675,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,981506.1598,5933.164493,34 a 37.6,4
682,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,234501.2949,2543.370397,34 a 37.6,4
691,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,260183.5949,2068.236287,34 a 37.6,4
705,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,154644.9664,1579.533277,34 a 37.6,4
723,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,631901.6359,4068.274219,34 a 37.6,4
724,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,481645.8095,3179.239045,34 a 37.6,4
766,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,597067.1474,3977.623044,34 a 37.6,4
771,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,47942.23054,889.5661434,34 a 37.6,4
788,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,114338.0555,1398.287309,34 a 37.6,4
793,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,81617.2966,1710.761312,34 a 37.6,4
807,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,91482.93106,1348.496634,30 a 33.9,3
813,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,75746.03834,1127.16756,34 a 37.6,4
829,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,88776.09163,1358.103104,34 a 37.6,4
834,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,132262.9717,1809.752879,34 a 37.6,4
851,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,67828.06289,1189.839611,34 a 37.6,4
852,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,276077.0046,2453.121376,34 a 37.6,4
889,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,197169.7748,1810.994973,34 a 37.6,4
890,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,148957.0818,1862.933194,34 a 37.6,4
926,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,49338.84094,885.6300545,30 a 33.9,3
932,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,209421.1399,2657.763664,34 a 37.6,4
936,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,211758.5659,2374.096786,34 a 37.6,4
946,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,146539.1672,2508.947689,34 a 37.6,4
965,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,122339.654,2322.849419,34 a 37.6,4
975,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,180190.8973,1886.554705,34 a 37.6,4
978,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,183371.0986,1775.725811,34 a 37.6,4
983,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,497499.9472,4130.511005,34 a 37.6,4
35,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,973904.0292,6805.448256,30 a 33.9,3
37,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,1165032.265,5783.35146,30 a 33.9,3
52,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,267398.0626,2276.411287,34 a 37.6,4
57,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,142933.0151,1960.197993,30 a 33.9,3
98,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,767837.1475,4232.928609,30 a 33.9,3
104,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,159759.0189,1696.140324,34 a 37.6,4
106,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,46474.08318,891.4327835,30 a 33.9,3
126,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,215816.2064,2972.78134,30 a 33.9,3
130,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,506501.8398,4305.600272,30 a 33.9,3
146,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,234239.471,2446.026099,30 a 33.9,3
160,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,338864.7136,4059.483541,30 a 33.9,3
184,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,337318.9103,2712.150225,30 a 33.9,3
188,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,364991.7481,2774.196012,30 a 33.9,3
189,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,158519.8017,2322.406223,30 a 33.9,3
196,Temperaturas máximas,Peligro,Alto,Xochimilco,Ciudad de México,80875.1795,1575.467807,34 a 37.6,4
242,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,127681.1388,1446.625949,34 a 37.6,4
253,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,289123.418,2316.368751,34 a 37.6,4
266,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,428645.7908,3139.7087,34 a 37.6,4
270,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,855615.415,4611.948451,30 a 33.9,3
291,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,129319.9228,3016.601799,34 a 37.6,4
300,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,791530.7255,3719.035849,34 a 37.6,4
309,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,22479.06409,733.4933855,30 a 33.9,3
323,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,355850.19,2734.136345,34 a 37.6,4
325,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,167424.9834,2253.393162,30 a 33.9,3
375,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,222821.1976,1898.541797,34 a 37.6,4
381,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,10605.43349,442.2039177,30 a 33.9,3
386,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,106374.4923,1558.321368,30 a 33.9,3
430,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,254446.6009,2066.145467,30 a 33.9,3
443,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,266729.9373,2687.544287,30 a 33.9,3
450,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,1509763.234,5159.553452,30 a 33.9,3
457,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,729596.0291,5029.814649,30 a 33.9,3
476,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,195935.1315,2234.031783,30 a 33.9,3
483,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,5990.91238,316.0653313,30 a 33.9,3
491,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,91849.45159,2530.491979,30 a 33.9,3
84,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,403840.9857,2691.862478,34 a 37.6,4
168,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,1190487.057,4927.697307,30 a 33.9,3
1032,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,827981.9612,4949.296928,30 a 33.9,3
1034,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,933759.6425,5425.925701,30 a 33.9,3
1087,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,217108.5083,2378.983346,30 a 33.9,3
1093,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,285026.1449,2557.238476,30 a 33.9,3
1103,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,641031.8247,3976.205437,30 a 33.9,3
1104,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,367245.9493,2569.85005,30 a 33.9,3
1117,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,68605.81676,1543.379368,30 a 33.9,3
1146,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,248638.1036,2171.837919,34 a 37.6,4
1148,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,296180.5397,3060.734718,34 a 37.6,4
1159,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,643869.0045,3650.262474,30 a 33.9,3
1166,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,227932.8964,2284.991027,34 a 37.6,4
1173,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,186783.2046,2610.175707,30 a 33.9,3
1197,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,210111.0493,2546.396873,34 a 37.6,4
1201,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,180679.8958,1757.081602,34 a 37.6,4
1218,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,235074.5031,2053.141856,30 a 33.9,3
1237,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,60153.18558,1054.25907,30 a 33.9,3
1256,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,88928.23586,1441.365803,30 a 33.9,3
1264,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,160183.9773,1789.78683,30 a 33.9,3
1269,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,305570.3288,2363.627282,34 a 37.6,4
1278,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,114493.3114,1625.116349,34 a 37.6,4
1305,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,1463277.146,6541.680872,30 a 33.9,3
1314,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,64318.97025,1064.538538,30 a 33.9,3
1336,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,129744.8665,1712.989859,34 a 37.6,4
1346,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,330027.5705,2865.955175,30 a 33.9,3
1358,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,273603.0536,2912.897585,30 a 33.9,3
1371,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,42276.14205,843.0005506,30 a 33.9,3
1383,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,286875.3914,2296.160669,34 a 37.6,4
1394,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,1198189.809,5886.737736,30 a 33.9,3
1406,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,456380.457,3332.454504,34 a 37.6,4
1417,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,220438.4218,1893.525527,34 a 37.6,4
1419,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,245204.2266,2188.46581,30 a 33.9,3
